type,properties/@id,properties/building,properties/leisure,properties/name,geometry/type,geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/4/0,geometry/coordinates/0/4/1,geometry/coordinates/0/5/0,geometry/coordinates/0/5/1,geometry/coordinates/0/6/0,geometry/coordinates/0/6/1,geometry/coordinates/0/7/0,geometry/coordinates/0/7/1,geometry/coordinates/0/8/0,geometry/coordinates/0/8/1,geometry/coordinates/0/9/0,geometry/coordinates/0/9/1,geometry/coordinates/0/10/0,geometry/coordinates/0/10/1,geometry/coordinates/0/11/0,geometry/coordinates/0/11/1,geometry/coordinates/0/12/0,geometry/coordinates/0/12/1,geometry/coordinates/0/13/0,geometry/coordinates/0/13/1,geometry/coordinates/0/14/0,geometry/coordinates/0/14/1,geometry/coordinates/0/15/0,geometry/coordinates/0/15/1,geometry/coordinates/0/16/0,geometry/coordinates/0/16/1,geometry/coordinates/0/17/0,geometry/coordinates/0/17/1,geometry/coordinates/0/18/0,geometry/coordinates/0/18/1,id,properties/alt_name,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:state,properties/addr:street,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,geometry/coordinates/0/19/0,geometry/coordinates/0/19/1,geometry/coordinates/0/20/0,geometry/coordinates/0/20/1,geometry/coordinates/0/21/0,geometry/coordinates/0/21/1,geometry/coordinates/0/22/0,geometry/coordinates/0/22/1,geometry/coordinates/0/23/0,geometry/coordinates/0/23/1,geometry/coordinates/0/24/0,geometry/coordinates/0/24/1,properties/phone,properties/website,properties/building:levels,properties/source:image,properties/sport,geometry/coordinates/0/25/0,geometry/coordinates/0/25/1,geometry/coordinates/0/26/0,geometry/coordinates/0/26/1,geometry/coordinates/0/27/0,geometry/coordinates/0/27/1,geometry/coordinates/0/28/0,geometry/coordinates/0/28/1,geometry/coordinates/0/29/0,geometry/coordinates/0/29/1,geometry/coordinates/0/30/0,geometry/coordinates/0/30/1,geometry/coordinates/0/31/0,geometry/coordinates/0/31/1,geometry/coordinates/0/32/0,geometry/coordinates/0/32/1,geometry/coordinates/0/33/0,geometry/coordinates/0/33/1,properties/opening_hours,properties/source,properties/smoking,properties/addr:country,properties/addr:unit,properties/indoor:level,properties/internet_access,properties/building:part,properties/construction,properties/construction:leisure,properties/description,properties/email,properties/operator,properties/ref:retrofitness,properties/opening_hours:covid19,geometry/coordinates/0/34/0,geometry/coordinates/0/34/1,geometry/coordinates/0/35/0,geometry/coordinates/0/35/1,geometry/coordinates/0/36/0,geometry/coordinates/0/36/1,geometry/coordinates/0/37/0,geometry/coordinates/0/37/1,geometry/coordinates/0/38/0,geometry/coordinates/0/38/1,geometry/coordinates/0/39/0,geometry/coordinates/0/39/1,geometry/coordinates/0/40/0,geometry/coordinates/0/40/1,geometry/coordinates/0/41/0,geometry/coordinates/0/41/1,geometry/coordinates/0/42/0,geometry/coordinates/0/42/1,geometry/coordinates/0/43/0,geometry/coordinates/0/43/1,geometry/coordinates/0/44/0,geometry/coordinates/0/44/1,geometry/coordinates/0/45/0,geometry/coordinates/0/45/1,geometry/coordinates/0/46/0,geometry/coordinates/0/46/1,geometry/coordinates/0/47/0,geometry/coordinates/0/47/1,geometry/coordinates/0/48/0,geometry/coordinates/0/48/1,geometry/coordinates/0/49/0,geometry/coordinates/0/49/1,geometry/coordinates/0/50/0,geometry/coordinates/0/50/1,geometry/coordinates/0/51/0,geometry/coordinates/0/51/1,geometry/coordinates/0/52/0,geometry/coordinates/0/52/1,geometry/coordinates/0/53/0,geometry/coordinates/0/53/1,geometry/coordinates/0/54/0,geometry/coordinates/0/54/1,geometry/coordinates/0/55/0,geometry/coordinates/0/55/1,geometry/coordinates/0/56/0,geometry/coordinates/0/56/1,geometry/coordinates/0/57/0,geometry/coordinates/0/57/1,geometry/coordinates/0/58/0,geometry/coordinates/0/58/1,geometry/coordinates/0/59/0,geometry/coordinates/0/59/1,properties/wheelchair,geometry/coordinates/0,geometry/coordinates/1,properties/fixme,properties/climbing,properties/wikidata,properties/amenity,properties/store,properties/branch,properties/level,properties/name:en
Feature,way/373438107,yes,fitness_centre,LA Fitness,Polygon,-75.23613,40.234722,-75.236093,40.2347041,-75.236101,40.2346961,-75.2359578,40.234615,-75.2359617,40.2346034,-75.2359608,40.2345814,-75.2359469,40.2345584,-75.235933,40.2345431,-75.2359173,40.2345326,-75.2358894,40.2345244,-75.2358647,40.2345221,-75.2358408,40.2345237,-75.2358211,40.23453,-75.2357404,40.2344642,-75.2357223,40.2344675,-75.2355786,40.2343564,-75.2351165,40.234753,-75.235663,40.2351224,-75.23613,40.234722,way/373438107,,North Wales,120,19454,PA,Garden Golf Boulevard,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,+1-215-361-6133,https://www.lafitness.com/,,,,,,,,,,,,,,,,,,,,,,Mo-Th 05:00-23:00; Fr 05:00-22:00; Sa-Su 08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/373449099,yes,fitness_centre,Burn Boot Camp,Polygon,-75.2908202,40.1045701,-75.2911831,40.1043674,-75.2910383,40.1042157,-75.2906753,40.1044183,-75.2908202,40.1045701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/373449099,,Plymouth Meeting,2610,19462,PA,Chemical Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/393638663,yes,fitness_centre,Planet Fitness,Polygon,-75.0538365,39.9126602,-75.0540261,39.9122433,-75.0537629,39.9121728,-75.0536431,39.9124365,-75.0535732,39.9125898,-75.0538365,39.9126602,,,,,,,,,,,,,,,,,,,,,,,,,,,way/393638663,,,,,,,Planet Fitness,Q7201095,en:Planet Fitness,,,,,,,,,,,,,,,,,weightlifting;cardio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/398021219,yes,fitness_centre,LA Fitness,Polygon,-74.9578092,40.1353872,-74.9579997,40.1355811,-74.9580075,40.135589,-74.9581764,40.1357594,-74.9584145,40.135603,-74.9584423,40.1356131,-74.9584765,40.135618,-74.9585105,40.1356144,-74.9585325,40.135605,-74.9585544,40.1355873,-74.9585696,40.1355657,-74.9585715,40.1355381,-74.9585649,40.1355164,-74.9588174,40.1353788,-74.958459,40.1350141,-74.9578092,40.1353872,,,,,,,way/398021219,,Bensalem,500,19020,PA,Rockhill Drive,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/398725497,yes,fitness_centre,Planet Fitness,Polygon,-75.4269001,39.8638625,-75.4268508,39.8635062,-75.4267852,39.8635111,-75.4264733,39.8635374,-75.4262445,39.8635556,-75.4262898,39.8638827,-75.4267833,39.8638425,-75.4267874,39.8638717,-75.4269001,39.8638625,,,,,,,,,,,,,,,,,,,,,way/398725497,,,,,,,Planet Fitness,Q7201095,en:Planet Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/413362976,yes,fitness_centre,Newtown Athletic Club,Polygon,-74.9104152,40.2225764,-74.9104903,40.2230454,-74.910442,40.2230966,-74.9104689,40.2232011,-74.910493,40.2232215,-74.9105493,40.2232359,-74.9110187,40.2231908,-74.9110241,40.2230638,-74.9115149,40.2230925,-74.9115203,40.2230597,-74.9116088,40.223072,-74.9116142,40.2230372,-74.9118743,40.2230679,-74.9119092,40.2228099,-74.9111555,40.2227607,-74.9111153,40.2225047,-74.9104152,40.2225764,,,,,way/413362976,,Newtown,120,18940,PA,Pheasant Run,,,,,,,,,,,,,,,,+1 215-968-0600,https://newtownathletic.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/413362982,yes,fitness_centre,NAC Sports Training Center,Polygon,-74.9114362,40.2253516,-74.9114793,40.2250103,-74.9104025,40.224931,-74.9103594,40.2252723,-74.9114362,40.2253516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/413362982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/439418561,retail,fitness_centre,Balanced Planet Yoga,Polygon,-74.8762679,39.8932934,-74.8763132,39.8934648,-74.8763955,39.893452,-74.8763502,39.8932806,-74.8762679,39.8932934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/439418561,,Evesham,795,08053,NJ,Marlton Pike,,,,,,,,,,,,,,,,,https://balancedplanetyoga.com/,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/439418563,retail,fitness_centre,Snap Fitness,Polygon,-74.8767618,39.8932166,-74.8768071,39.893388,-74.8768894,39.8933752,-74.8768441,39.8932038,-74.8767618,39.8932166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/439418563,,Evesham,795,08053,NJ,Marlton Pike,Snap Fitness,Q7547254,en:Snap Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/442136589,retail,fitness_centre,Training Aspects,Polygon,-74.9774208,39.84757,-74.9776835,39.8476915,-74.9777218,39.8476427,-74.9774591,39.8475212,-74.9774208,39.84757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/442136589,,Voorhees,910,08043,NJ,Haddonfield-Berlin Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/445401124,yes,fitness_centre,MyGym,Polygon,-74.9948321,39.9104608,-74.9948873,39.9102726,-74.9949016,39.910232,-74.9946952,39.9101917,-74.9946388,39.9103611,-74.994599,39.9103533,-74.9945781,39.9104163,-74.9948321,39.9104608,,,,,,,,,,,,,,,,,,,,,,,way/445401124,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/445402005,yes,fitness_centre,Planet Fitness,Polygon,-74.9963525,39.9100229,-74.9963257,39.9099283,-74.9962935,39.9099385,-74.9961567,39.9095867,-74.9957222,39.9096896,-74.995741,39.909741,-74.9956578,39.9097575,-74.9957034,39.909885,-74.9957804,39.9098671,-74.9958863,39.9101327,-74.9963525,39.9100229,,,,,,,,,,,,,,,,,way/445402005,,,,,,,Planet Fitness,Q7201095,en:Planet Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/456920470,retail,fitness_centre,Fit Body Boot Camp,Polygon,-74.9837503,39.8522642,-74.9836322,39.8521863,-74.9835513,39.8522591,-74.9836671,39.8523388,-74.9837503,39.8522642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/456920470,,Voorhees,700,08043,NJ,Haddonfield-Berlin Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/458775310,yes,fitness_centre,Fusion Gyms,Polygon,-75.0168689,40.0765861,-75.0169999,40.0764515,-75.0172292,40.0762156,-75.0172701,40.0761739,-75.0174915,40.0759457,-75.0170888,40.0757165,-75.0172451,40.0755557,-75.0172069,40.075534,-75.0171129,40.0754805,-75.0170946,40.0754994,-75.0169543,40.0756437,-75.0168979,40.0756116,-75.0167847,40.075728,-75.0166305,40.0758866,-75.0165168,40.0760035,-75.0162827,40.0762444,-75.0162777,40.0762496,-75.0168689,40.0765861,,,way/458775310,,,,,,,,,,,,,,,,,,,,,,,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/459479539,retail,fitness_centre,Anytime Fitness,Polygon,-74.9334893,39.8055272,-74.9334841,39.8053055,-74.9332761,39.8053084,-74.9332781,39.8053947,-74.9334506,39.8055277,-74.9334893,39.8055272,,,,,,,,,,,,,,,,,,,,,,,,,,,way/459479539,,West Berlin,200,08091,,State Route 73,Anytime Fitness,Q4778364,en:Anytime Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/459964495,yes,fitness_centre,Retro Fitness,Polygon,-74.7841508,39.980084,-74.7840465,39.9795879,-74.7838421,39.9796131,-74.7839464,39.9801093,-74.7841508,39.980084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/459964495,,Lumberton,1636,08048,NJ,State Route 38,Retro Fitness,Q61994955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/460873482,yes,fitness_centre,Planet Fitness,Polygon,-74.9509448,39.8958545,-74.9511997,39.895428,-74.9507271,39.8952617,-74.9504721,39.8956883,-74.9509448,39.8958545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/460873482,,Cherry Hill,2005,08003,NJ,State Route 70,Planet Fitness,Q7201095,en:Planet Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/461034727,yes,fitness_centre,The Edge Fitness,Polygon,-74.9880506,39.8512498,-74.9877814,39.8510729,-74.9871866,39.8516051,-74.9876889,39.851936,-74.9879215,39.8517279,-74.98801,39.8517862,-74.9881141,39.8516931,-74.9880256,39.8516348,-74.9882841,39.8514035,-74.9880506,39.8512498,,,,,,,,,,,,,,,,,,,way/461034727,,Voorhees,1120,08043,NJ,White Horse Road,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/477750616,yes,fitness_centre,Atilis Gym,Polygon,-75.0947743,39.8704241,-75.0948067,39.8703695,-75.0948534,39.8703582,-75.0948385,39.870322,-75.0949198,39.8701846,-75.0950677,39.8702362,-75.0951354,39.8701217,-75.0949933,39.8700722,-75.0951128,39.8698704,-75.0946812,39.8697199,-75.0947527,39.8695992,-75.0945579,39.8695312,-75.0941567,39.8702087,-75.0947743,39.8704241,,,,,,,,,,,way/477750616,,Bellmawr,363,,NJ,West Browning Road,,,,,,,,,,,,,,,,,https://www.theatilisgym.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/478971534,retail,fitness_centre,Orangetheory Fitness,Polygon,-74.9252759,39.8347811,-74.9250489,39.834754,-74.9250249,39.8348728,-74.9252519,39.8348999,-74.9252642,39.8348389,-74.9252759,39.8347811,,,,,,,,,,,,,,,,,,,,,,,,,,,way/478971534,Orange theory,Voorhees,148,08043,NJ,State Route 73,Orangetheory Fitness,Q25005163,en:Orangetheory Fitness,,,,,,,,,,,,,+1 8565048286,https://voorhees.orangetheoryfitness.com/,1,,fitness,,,,,,,,,,,,,,,,,,,,,outside,,4,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/481086827,yes,fitness_centre,Bikram Yoga,Polygon,-75.1285304,40.2707717,-75.1284318,40.2709493,-75.1285377,40.270983,-75.1286081,40.2709579,-75.1286759,40.2708178,-75.1285304,40.2707717,,,,,,,,,,,,,,,,,,,,,,,,,,,way/481086827,,Doylestown Township,1717,18901,PA,South Easton Road,,,,,,,,,,,,,,,,,,,,yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/482788650,yes,fitness_centre,LA Fitness,Polygon,-75.1332755,40.2241482,-75.1324603,40.2243127,-75.1326046,40.2247317,-75.1329096,40.2246293,-75.1329177,40.2246402,-75.1329461,40.224658,-75.1329888,40.2246658,-75.1330183,40.2246658,-75.1330458,40.2246557,-75.1330712,40.2246355,-75.1330844,40.2246169,-75.1330915,40.2245967,-75.1334198,40.2245626,-75.1332755,40.2241482,,,,,,,,,,,way/482788650,,Warrington Township,599,18976,PA,Paul Valley Road,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/484454915,yes,fitness_centre,The Edge Fitness Clubs,Polygon,-75.0298078,39.7196447,-75.0297874,39.7201519,-75.0297833,39.7202535,-75.0300357,39.7202595,-75.0300489,39.7201826,-75.0305214,39.7201939,-75.0305427,39.7196621,-75.0298078,39.7196447,,,,,,,,,,,,,,,,,,,,,,,way/484454915,,Sewell,141,08080,NJ,Tuckahoe Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/488847643,,fitness_centre,Orangetheory Fitness,Polygon,-74.9412849,40.231243,-74.9415631,40.2312539,-74.9415913,40.2309297,-74.9412991,40.2309185,-74.9412932,40.2310786,-74.9412849,40.231243,,,,,,,,,,,,,,,,,,,,,,,,,,,way/488847643,,,,,,,Orangetheory Fitness,Q25005163,en:Orangetheory Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/493167506,yes,fitness_centre,LA Fitness,Polygon,-74.9425024,39.9106868,-74.941894,39.9109033,-74.9420041,39.9110852,-74.9419994,39.9111324,-74.9420156,39.9111782,-74.9420507,39.9112172,-74.9421007,39.9112449,-74.942217,39.911437,-74.9428253,39.9112205,-74.9425024,39.9106868,,,,,,,,,,,,,,,,,,,way/493167506,,,,,,,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,fitness_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/495569007,yes,fitness_centre,AFC Fitness,Polygon,-75.2124448,40.0142782,-75.2104414,40.0131551,-75.2101641,40.0134453,-75.2121674,40.0145684,-75.2124448,40.0142782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/495569007,,,,,,,,,,,,,,,,,,,,,,,https://www.afcfitness.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/516220639,yes,fitness_centre,Jenkintown Hot Yoga,Polygon,-75.1259246,40.0961328,-75.1259242,40.0962101,-75.1262121,40.0962102,-75.1262106,40.0961298,-75.1260337,40.0961163,-75.1260343,40.0961296,-75.1259246,40.0961328,,,,,,,,,,,,,,,,,,,,,,,,,way/516220639,,,,,,,,,,,,,,,,,,,,,,,,,,yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/516397369,yes,fitness_centre,iLoveKickboxing.com,Polygon,-75.1257605,40.094865,-75.1257478,40.094867,-75.1257797,40.0950008,-75.1261064,40.0950248,-75.1261115,40.0948877,-75.1257605,40.094865,,,,,,,,,,,,,,,,,,,,,,,,,,,way/516397369,,,,,,,,,,,,,,,,,,,,,,,https://www.ilovekickboxing.com/studio/index.php?id=546,,,boxing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/539251221,yes,fitness_centre,LA Fitness,Polygon,-75.3975107,39.8748823,-75.398247,39.8743301,-75.3970924,39.8732128,-75.3961385,39.8739577,-75.3975107,39.8748823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/539251221,,Brookhaven,4900,19015,PA,Edgmont Avenue,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/540551421,yes,fitness_centre,Forteleza,Polygon,-75.1281536,40.0150776,-75.1282867,40.0144249,-75.1278384,40.0143712,-75.1277006,40.0150257,-75.1281536,40.0150776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/540551421,,Philadelphia,133,19140,PA,West Hunting Park Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/541087137,yes,fitness_centre,Virtua Health & Wellness Center - Moorestown,Polygon,-74.9159329,39.9715496,-74.9158881,39.9714764,-74.9161178,39.9713907,-74.9158292,39.9709514,-74.9157255,39.970833,-74.9156564,39.9707707,-74.9156239,39.9708003,-74.9155263,39.9707458,-74.9154552,39.9707162,-74.9153718,39.9706866,-74.9152539,39.9706663,-74.9151482,39.9706617,-74.9149897,39.9706695,-74.9148758,39.970685,-74.9148657,39.9706679,-74.9141603,39.9708112,-74.9143189,39.9712287,-74.9146705,39.9711508,-74.9147092,39.9712053,way/541087137,,Moorestown Township,401,08057,NJ,Young Avenue,,,,-74.9148128,39.9711711,-74.9148779,39.9711586,-74.9149653,39.9711446,-74.9150629,39.9711368,-74.9151523,39.9711368,-74.9152173,39.9711446,856-291-8600,,,,swimming;athletics;running;weightlifting;yoga;spinning,-74.9152112,39.971196,-74.9153718,39.9712162,-74.9154226,39.9710651,-74.9157682,39.9716073,-74.9159329,39.9715496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/543968021,yes,fitness_centre,Temple University Aramark Student Training and Recreation (STAR) Complex,Polygon,-75.1600317,39.981568,-75.1602153,39.9807213,-75.1594862,39.9806252,-75.1594185,39.9806588,-75.1593289,39.9806906,-75.1591693,39.9813929,-75.1592416,39.9814028,-75.1592302,39.981457,-75.1600317,39.981568,,,,,,,,,,,,,,,,,,,,,way/543968021,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temple University Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/547955584,yes,fitness_centre,LA Fitness,Polygon,-75.0190054,39.8568988,-75.0190831,39.8567465,-75.0190583,39.856739,-75.0190891,39.8566786,-75.0191281,39.8566903,-75.0191949,39.8565594,-75.0191558,39.8565477,-75.0191793,39.8565017,-75.0192197,39.8565138,-75.0192759,39.8564036,-75.0192365,39.8563918,-75.0192941,39.8562789,-75.0188394,39.8561423,-75.018512,39.8560439,-75.0183941,39.8562751,-75.0185068,39.856309,-75.0184475,39.8564252,-75.0184878,39.8564374,-75.0183526,39.8567025,way/547955584,,,,,,,LA Fitness,Q6457180,en:LA Fitness,-75.0190054,39.8568988,,,,,,,,,,,,,,,athletics;weightlifting;cardio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/550018291,yes,fitness_centre,,Polygon,-74.9950119,40.0808853,-74.9952452,40.0807088,-74.9953847,40.0806185,-74.9950387,40.0803394,-74.9949903,40.0803743,-74.9946686,40.0806062,-74.9950119,40.0808853,,,,,,,,,,,,,,,,,,,,,,,,,way/550018291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/555549885,yes,fitness_centre,LA Fitness,Polygon,-75.6710886,40.0177012,-75.6717233,40.0174664,-75.6715985,40.0172705,-75.6716108,40.017267,-75.6716108,40.017254,-75.6716124,40.0172269,-75.6716047,40.0171962,-75.6715862,40.0171691,-75.6715677,40.0171478,-75.6715446,40.0171337,-75.6715276,40.0171195,-75.6715015,40.0171148,-75.6713875,40.0169248,-75.6712288,40.0169838,-75.6712365,40.0169944,-75.6707589,40.0171679,-75.6710886,40.0177012,,,,,way/555549885,,Downingtown,109,19335,PA,Quarry Road,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
